704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
006800000002700500100006007360200050087000210040007039700600008008002900000003600 # 27 # 06 # 2012 # 02330 # 2012-06-27 # 81 # 2012-06-27-TG-TGH-02330 # TG # TGH # Telegraph # Medium # 522 #  #  # 
000000800010090000007600092050000621000708000200000080623004700000030050004000000 # 07 # 05 # 2014 # 02930 # 2014-05-07 # 81 # 2014-05-07-TG-TGH-02930 # TG # TGH # Telegraph # Medium # 522 #  #  # 
050010047300000000060300000009003700000207000002900600083005000000000805200090010 # 05 # 07 # 2014 # 02989 # 2014-07-05 # 81 # 2014-07-05-TG-TGH-02989 # TG # TGH # Telegraph # Medium # 522 #  #  # 
003640805005000000000582007008000270000206000047000900600951000000000700301028600 # 02 # 02 # 2017 # 03932 # 2017-02-02 # 81 # 2017-02-02-TG-TGH-03932 # TG # TGH # Telegraph # Medium # 522 #  #  # 
001030460000206080200800000017900004005000100300001670000008009030109000042050800 # 10 # 06 # 2020 # 05156 # 2020-06-10 # 81 # 2020-06-10-TG-TGH-05156 # TG # TGH # Telegraph # Medium # 522 #  #  # 
070010000001520700306000100000080062030209010210060000009000605002051300000040020 # 12 # 11 # 2020 # 05311 # 2020-11-12 # 81 # 2020-11-12-TG-TGH-05311 # TG # TGH # Telegraph # Medium # 522 #  #  # 
009000200040000005000602070050007024000000000200100090080205600600000008005090100 # 14 # 01 # 2021 # 05374 # 2021-01-14 # 81 # 2021-01-14-TG-TGH-05374 # TG # TGH # Telegraph # Medium # 522 #  #  # 
590000000300021090007800000700005000008000000000100002000006200910430007050000046 # 16 # 12 # 2021 # 05710 # 2021-12-16 # 81 # 2021-12-16-TG-TGH-05710 # TG # TGH # Telegraph # Medium # 522 #  #  # 
000000000205010004040020087009200010000300000020004830130090060700030009000000000 # 09 # 03 # 2022 # 05793 # 2022-03-09 # 81 # 2022-03-09-TG-TGH-05793 # TG # TGH # Telegraph # Medium # 522 #  #  # 
008900004043000090691400700000001640380090072016700000004009526060000430800006900 # 23 # 10 # 2022 #  # 2022-10-23 # 81 # 2022-10-23-WP-5 # WP # 5 # Washington Post # Medium # 522 #  #  # FH NS HS LCT1 LCT2
406000003350000704000005000900000200002301000008000005000207300203000016500000802 # 23 # 03 # 2011 # 01934 # 2011-03-23 # 81 # 2011-03-23-TG-TGH-01934 # TG # TGH # Telegraph # Medium # 524 #  #  # 
000012000000000690003800700200060007100903008300000004005209800037000000000135000 # 24 # 08 # 2011 # 02066 # 2011-08-24 # 81 # 2011-08-24-TG-TGH-02066 # TG # TGH # Telegraph # Medium # 524 #  #  # 
000030000020700089070480000007000200100000006082000700000019040460008030030560000 # 20 # 11 # 2013 # 02768 # 2013-11-20 # 81 # 2013-11-20-TG-TGH-02768 # TG # TGH # Telegraph # Medium # 524 #  #  # 
005040000060000570030590020090310000006000000000029060070002040028000050000075100 # 22 # 01 # 2014 # 02825 # 2014-01-22 # 81 # 2014-01-22-TG-TGH-02825 # TG # TGH # Telegraph # Medium # 524 #  #  # 
080003000016740000050601000007000901000000000803000500000106070000075864000200030 # 05 # 04 # 2014 # 02898 # 2014-04-05 # 81 # 2014-04-05-TG-TGH-02898 # TG # TGH # Telegraph # Medium # 524 #  #  # 
684002030500700000000030600802000000000405000000000907008090000100000003730500261 # 19 # 12 # 2014 # 03156 # 2014-12-19 # 81 # 2014-12-19-TG-DIAB-03156 # TG # DIAB # Telegraph # Hard # 524 #  #  # 
010000700000000000006127400000600240800002007065009080004286900000000000071000030 # 19 # 05 # 2016 # 03673 # 2016-05-19 # 81 # 2016-05-19-TG-TGH-03673 # TG # TGH # Telegraph # Medium # 524 #  #  # 
005009230602000000000005001700040020090806010080000007000600000000080102067500800 # 28 # 04 # 2018 # 04382 # 2018-04-28 # 81 # 2018-04-28-TG-TGH-04382 # TG # TGH # Telegraph # Medium # 524 #  #  # 
502000000700090008048300000300007009000203000000900086000001540100070003006000907 # 02 # 05 # 2018 # 04386 # 2018-05-02 # 81 # 2018-05-02-TG-TGH-04386 # TG # TGH # Telegraph # Medium # 524 #  #  # 
300000001001902600020050090200009008070000000600140003030010040005206800800000000 # 15 # 12 # 2018 # 04613 # 2018-12-15 # 81 # 2018-12-15-TG-TGH-04613 # TG # TGH # Telegraph # Medium # 524 #  #  # 
000502000030400089020000070000006003800000001200194000080700040450003010000801000 # 09 # 05 # 2019 # 04758 # 2019-05-09 # 81 # 2019-05-09-TG-TGH-04758 # TG # TGH # Telegraph # Medium # 524 #  #  # 
270001006100030008080009000000008050000372000060500000050700060600090007700000042 # 04 # 11 # 2020 # 05303 # 2020-11-04 # 81 # 2020-11-04-TG-TGH-05303 # TG # TGH # Telegraph # Medium # 524 #  #  # 
009000840040720000060000910070680000005000600000017000026000000000265090093000500 # 19 # 12 # 2020 # 05348 # 2020-12-19 # 81 # 2020-12-19-TG-TGH-05348 # TG # TGH # Telegraph # Medium # 524 #  #  # 
060308000000000900009246001090004800004000500005000020700103400008000000000679030 # 19 # 05 # 2021 # 05499 # 2021-05-19 # 81 # 2021-05-19-TG-TGH-05499 # TG # TGH # Telegraph # Medium # 524 #  #  # 
005700140000030000600200800000001407050080090307900000003004008000000000084003670 # 25 # 08 # 2021 # 05597 # 2021-08-25 # 81 # 2021-08-25-TG-TGH-05597 # TG # TGH # Telegraph # Medium # 524 #  #  # 
009000000800006790010057030080409050001000200020105070050730010093000004000000300 # 08 # 10 # 2008 # 01166 # 2008-10-08 # 81 # 2008-10-08-TG-TGH-01166 # TG # TGH # Telegraph # Medium # 526 #  #  # 
075400000030080000080000010900060804000500000003010006000000030060050000100004580 # 05 # 11 # 2009 # 01503 # 2009-11-05 # 81 # 2009-11-05-TG-TGH-01503 # TG # TGH # Telegraph # Medium # 526 #  #  # 
000001000400862001068007300002000070004703900080000600005600400200539008000100000 # 05 # 05 # 2010 # 01658 # 2010-05-05 # 81 # 2010-05-05-TG-TGH-01658 # TG # TGH # Telegraph # Hard # 526 #  #  # 
000008000308060702000020094200047300700000005003280007410030000900070201000600000 # 26 # 11 # 2010 # 01834 # 2010-11-26 # 81 # 2010-11-26-TG-DIAB-01834 # TG # DIAB # Telegraph # Medium # 526 #  #  # 
081060590000500400500000000200300704070080060806001003000000001003008000058090370 # 29 # 06 # 2011 # 02018 # 2011-06-29 # 81 # 2011-06-29-TG-TGH-02018 # TG # TGH # Telegraph # Medium # 526 #  #  # 
000000900905081300040370000054030060030000040060090580000018000003420107001000000 # 30 # 04 # 2014 # 02923 # 2014-04-30 # 81 # 2014-04-30-TG-TGH-02923 # TG # TGH # Telegraph # Medium # 526 #  #  # 
107920006000000000800530007000006720006090400089100000300085004000000000600042305 # 29 # 10 # 2014 # 03105 # 2014-10-29 # 81 # 2014-10-29-TG-TGH-03105 # TG # TGH # Telegraph # Hard # 526 #  #  # 
080460050200005000905000406400903070000000000050801009308000907000300008020090010 # 28 # 11 # 2015 # 03500 # 2015-11-28 # 81 # 2015-11-28-TG-TGH-03500 # TG # TGH # Telegraph # Medium # 526 #  #  # 
580000034000002000002050080700940008003080900900026007050090800000200000420000071 # 20 # 02 # 2016 # 03584 # 2016-02-20 # 81 # 2016-02-20-TG-TGH-03584 # TG # TGH # Telegraph # Medium # 526 #  #  # 
700000200103059000060003000500090000690302048000060007000700050400980603008000002 # 29 # 10 # 2016 # 03836 # 2016-10-29 # 81 # 2016-10-29-TG-TGH-03836 # TG # TGH # Telegraph # Hard # 526 #  #  # 
000000052016090700805700003000563020000000000030240000300009504004030890160000000 # 26 # 11 # 2016 # 03864 # 2016-11-26 # 81 # 2016-11-26-TG-TGH-03864 # TG # TGH # Telegraph # Medium # 526 #  #  # 
700900006600000004149050003002600000090000080000002300800070259230000008900005001 # 01 # 07 # 2017 # 04081 # 2017-07-01 # 81 # 2017-07-01-TG-TGH-04081 # TG # TGH # Telegraph # Medium # 526 #  #  # 
080060002009000100030120050900010000500683004000090005060054020002000800800030060 # 13 # 07 # 2018 # 04458 # 2018-07-13 # 81 # 2018-07-13-TG-DIAB-04458 # TG # DIAB # Telegraph # Hard # 526 #  #  # 
000003706009287300000050800050000000703040109000000070006070000008632500304100000 # 27 # 10 # 2018 # 04564 # 2018-10-27 # 81 # 2018-10-27-TG-TGH-04564 # TG # TGH # Telegraph # Medium # 526 #  #  # 
400000000069030000700400005070050268020000050156070090200009007000040580001000004 # 11 # 07 # 2019 # 04821 # 2019-07-11 # 81 # 2019-07-11-TG-TGH-04821 # TG # TGH # Telegraph # Medium # 526 #  #  # 
010400000004000890000003052000600010000109000350000006700000000069000500000205040 # 21 # 08 # 2020 # 05228 # 2020-08-21 # 81 # 2020-08-21-TG-DIAB-05228 # TG # DIAB # Telegraph # Medium # 526 #  #  # 
007610500050090030000005207400000002000321000700000009604900000070040050009078600 # 10 # 02 # 2021 # 05401 # 2021-02-10 # 81 # 2021-02-10-TG-TGH-05401 # TG # TGH # Telegraph # Medium # 526 #  #  # 
007400903900000000000602801003070010000306000650040300301504000000000002509008400 # 24 # 04 # 2021 # 05474 # 2021-04-24 # 81 # 2021-04-24-TG-TGH-05474 # TG # TGH # Telegraph # Medium # 526 #  #  # 
900802004080105030000000008840000100600000007007000056430000000090408020200901005 # 17 # 06 # 2021 # 05528 # 2021-06-17 # 81 # 2021-06-17-TG-TGH-05528 # TG # TGH # Telegraph # Medium # 526 #  #  # 
018500020006007000009200730160000007000000000800000013085001300000605900030008570 # 03 # 11 # 2022 # 06032 # 2022-11-03 # 81 # 2022-11-03-TG-TGH-06032 # TG # TGH # Telegraph # Medium # 526 #  #  # 
207000006080000001000003070000530060006000080028000000001000007000406900500000102 # 04 # 11 # 2022 #  # 2022-11-04 # 81 # 2022-11-04-NYT-MD # NYT # MD # New York Times # Medium # 526 #  #  # FH NS HS LCT1
100500000300004000060020070037090000080706000000050630020060080000803004000005001 # 20 # 11 # 2008 # 01203 # 2008-11-20 # 81 # 2008-11-20-TG-TGH-01203 # TG # TGH # Telegraph # Medium # 528 #  #  # 
300006910004073000006900400950000006000800000100000059007002000000600000061400008 # 27 # 08 # 2009 # 01443 # 2009-08-27 # 81 # 2009-08-27-TG-TGH-01443 # TG # TGH # Telegraph # Medium # 528 #  #  # 
000409800000001500032000060040010006008090000100070020085000140003000000004208000 # 29 # 09 # 2010 # 01784 # 2010-09-29 # 81 # 2010-09-29-TG-TGH-01784 # TG # TGH # Telegraph # Medium # 528 #  #  # 
030004700080020060006000800000040080100000009090050046001000600020060090004700020 # 06 # 07 # 2011 # 02024 # 2011-07-06 # 81 # 2011-07-06-TG-TGH-02024 # TG # TGH # Telegraph # Medium # 528 #  #  # 
000600900708050000900007600080000050097040260030000070003800000400030001006009000 # 29 # 10 # 2020 # 05297 # 2020-10-29 # 81 # 2020-10-29-TG-TGH-05297 # TG # TGH # Telegraph # Medium # 528 #  #  # 
090000000006800900080300060000400002004601300800000000042006030005104600030000070 # 30 # 10 # 2021 # 05663 # 2021-10-30 # 81 # 2021-10-30-TG-TGH-05663 # TG # TGH # Telegraph # Medium # 528 #  #  # 
000020010000190004000300706680000009001030200500000040906004000100672000050000000 # 23 # 04 # 2022 # 05838 # 2022-04-23 # 81 # 2022-04-23-TG-TGH-05838 # TG # TGH # Telegraph # Medium # 528 #  #  # 
000900000092070060001003400560000002000204000900000084008400603040030250000085000 # 19 # 01 # 2012 # 02193 # 2012-01-19 # 81 # 2012-01-19-TG-TGH-02193 # TG # TGH # Telegraph # Medium # 530 #  #  # 
000503000900006004008040000832050960006000800079000230000090500600200008000607000 # 15 # 08 # 2013 # 02685 # 2013-08-15 # 81 # 2013-08-15-TG-TGH-02685 # TG # TGH # Telegraph # Medium # 530 #  #  # 
000007040070000086000326000820005007040000050500900028100673000090000010050100000 # 25 # 05 # 2016 # 03679 # 2016-05-25 # 81 # 2016-05-25-TG-TGH-03679 # TG # TGH # Telegraph # Medium # 530 #  #  # 
086000000000260409040000060700085000900014007000730008020000050503096000000000630 # 23 # 08 # 2017 # 04134 # 2017-08-23 # 81 # 2017-08-23-TG-TGH-04134 # TG # TGH # Telegraph # Hard # 530 #  #  # 
023000060000943000000070001500300100080000730004008005900030000000519000040700510 # 31 # 10 # 2018 # 04568 # 2018-10-31 # 81 # 2018-10-31-TG-TGH-04568 # TG # TGH # Telegraph # Medium # 530 #  #  # 
120800000000000000000197024008004050915000060030500700450283000000000000000001078 # 12 # 12 # 2019 # 04975 # 2019-12-12 # 81 # 2019-12-12-TG-TGH-04975 # TG # TGH # Telegraph # Medium # 530 #  #  # 
600010090000008000003469800009200040007000900040001003004782100000900000030050008 # 18 # 06 # 2022 # 05894 # 2022-06-18 # 81 # 2022-06-18-TG-TGH-05894 # TG # TGH # Telegraph # Medium # 530 #  #  # 
700000301000502040500401009002090100080000090003050600300809002090205000201000008 # 02 # 04 # 2008 # 01004 # 2008-04-02 # 81 # 2008-04-02-TG-TGH-01004 # TG # TGH # Telegraph # Medium # 532 #  #  # 
060000030008000100001024908080003004000060000700100080309700000007000400000002010 # 09 # 06 # 2011 # 02001 # 2011-06-09 # 81 # 2011-06-09-TG-TGH-02001 # TG # TGH # Telegraph # Medium # 532 #  #  # 
000401000100000803500009004620000070000050010070000025900500000706020000000104000 # 04 # 04 # 2012 # 02258 # 2012-04-04 # 81 # 2012-04-04-TG-TGH-02258 # TG # TGH # Telegraph # Medium # 532 #  #  # 
020079000004800620007600000930206010000000000060704098000007800049003500000920040 # 13 # 12 # 2014 # 03150 # 2014-12-13 # 81 # 2014-12-13-TG-TGH-03150 # TG # TGH # Telegraph # Medium # 532 #  #  # 
100000608000040300890000020000012007060000010200590000000020065008000000403000900 # 20 # 08 # 2016 # 03766 # 2016-08-20 # 81 # 2016-08-20-TG-TGH-03766 # TG # TGH # Telegraph # Medium # 532 #  #  # 
200609003000000201000700049100204508000000000706501004510006000908000000600905002 # 03 # 10 # 2018 # 04540 # 2018-10-03 # 81 # 2018-10-03-TG-TGH-04540 # TG # TGH # Telegraph # Medium # 532 #  #  # 
281070006030105000005060000000800040310000087090002000000090800000506010700080693 # 03 # 07 # 2019 # 04813 # 2019-07-03 # 81 # 2019-07-03-TG-TGH-04813 # TG # TGH # Telegraph # Medium # 532 #  #  # 
060200080300600900009008160500020070000801000030070009085100700007009005090004020 # 01 # 10 # 2021 # 05634 # 2021-10-01 # 81 # 2021-10-01-TG-DIAB-05634 # TG # DIAB # Telegraph # Hard # 532 #  #  # 
890300005000000200005620000073000080510802046040000910000091400006000000100006029 # 12 # 05 # 2022 # 05857 # 2022-05-12 # 81 # 2022-05-12-TG-TGH-05857 # TG # TGH # Telegraph # Hard # 532 #  #  # 
000846000800002490070100030000091000507000904000520000030005070059300006000918000 # 21 # 09 # 2022 # 05989 # 2022-09-21 # 81 # 2022-09-21-TG-TGH-05989 # TG # TGH # Telegraph # Hard # 532 #  #  # 
010080000008030905000007200000540000540000000600073000020009050000000680001200030 # 04 # 11 # 2022 #  # 2022-11-04 # 81 # 2022-11-04-EP-DIF # EP # DIF # El Pais # Medium # 532 #  #  # FH NS HS LCT1
003480200050001000006030000000600004068000910400003000000010300000507020009026500 # 01 # 04 # 2009 # 01316 # 2009-04-01 # 81 # 2009-04-01-TG-TGH-01316 # TG # TGH # Telegraph # Medium # 534 #  #  # 
007400900000000750120900000080060027000104000210080090000003071040000000003005400 # 17 # 09 # 2009 # 01461 # 2009-09-17 # 81 # 2009-09-17-TG-TGH-01461 # TG # TGH # Telegraph # Hard # 534 #  #  # 
900000000030500000106087000098040100005300600001050230000810700040009060000000005 # 14 # 04 # 2010 # 01640 # 2010-04-14 # 81 # 2010-04-14-TG-TGH-01640 # TG # TGH # Telegraph # Medium # 534 #  #  # 
750003004040002005003000800000090030000187000070040000007000400200000061500400027 # 21 # 05 # 2010 # 01672 # 2010-05-21 # 81 # 2010-05-21-TG-DIAB-01672 # TG # DIAB # Telegraph # Hard # 534 #  #  # 
030800005006004800000001090004000100800602047002000600040500006001200700600000010 # 10 # 08 # 2011 # 02054 # 2011-08-10 # 81 # 2011-08-10-TG-TGH-02054 # TG # TGH # Telegraph # Medium # 534 #  #  # 
000000000890602000003070280000200009020100070506003000087030400000548067000000000 # 24 # 11 # 2011 # 02145 # 2011-11-24 # 81 # 2011-11-24-TG-TGH-02145 # TG # TGH # Telegraph # Medium # 534 #  #  # 
800010002000300070500000080059006030001080200080100940070000003040900000900020005 # 04 # 01 # 2012 # 02180 # 2012-01-04 # 81 # 2012-01-04-TG-TGH-02180 # TG # TGH # Telegraph # Medium # 534 #  #  # 
003700200405000360200600004000204000050000080000305000700000008040000105002001730 # 10 # 10 # 2013 # 02733 # 2013-10-10 # 81 # 2013-10-10-TG-TGH-02733 # TG # TGH # Telegraph # Medium # 534 #  #  # 
831702000900100000006000002007000501080000030509000000408000700000009005000508406 # 08 # 04 # 2015 # 03266 # 2015-04-08 # 81 # 2015-04-08-TG-TGH-03266 # TG # TGH # Telegraph # Medium # 534 #  #  # 
806200100000000000257010000000040960309020500070080000000030416000000000004006807 # 11 # 07 # 2015 # 03360 # 2015-07-11 # 81 # 2015-07-11-TG-TGH-03360 # TG # TGH # Telegraph # Medium # 534 #  #  # 
000040230207000400000000008009400010050207090070086300500000000004050100028060000 # 08 # 10 # 2015 # 03449 # 2015-10-08 # 81 # 2015-10-08-TG-TGH-03449 # TG # TGH # Telegraph # Medium # 534 #  #  # 
000000003004080507091000060020070000000538000000049010036000250205010900100000000 # 17 # 05 # 2019 # 04766 # 2019-05-17 # 81 # 2019-05-17-TG-DIAB-04766 # TG # DIAB # Telegraph # Hard # 534 #  #  # 
000300000005000600030075000060200040703804501010009060000601080009000700300002000 # 05 # 12 # 2019 # 04968 # 2019-12-05 # 81 # 2019-12-05-TG-TGH-04968 # TG # TGH # Telegraph # Medium # 534 #  #  # 
009700405001000900070020030000500000600200004000001000010372040003000600802006100 # 09 # 06 # 2022 # 05885 # 2022-06-09 # 81 # 2022-06-09-TG-TGH-05885 # TG # TGH # Telegraph # Medium # 534 #  #  # 
200704000408503000030028000810000700040000050003000026000350070000801004000907001 # 04 # 09 # 2008 # 01137 # 2008-09-04 # 81 # 2008-09-04-TG-TGH-01137 # TG # TGH # Telegraph # Medium # 536 #  #  # 
400000000501000620906034005000970060100000002040053000000860507054000106000000008 # 12 # 11 # 2008 # 01196 # 2008-11-12 # 81 # 2008-11-12-TG-TGH-01196 # TG # TGH # Telegraph # Medium # 536 #  #  # 
206000000500090000703501800030007000070152040000300070007208903000060007000000408 # 14 # 05 # 2014 # 02937 # 2014-05-14 # 81 # 2014-05-14-TG-TGH-02937 # TG # TGH # Telegraph # Medium # 536 #  #  # 
020900070083000500000003000970010000060030080200000090000700000004000630090001040 # 27 # 12 # 2014 # 03164 # 2014-12-27 # 81 # 2014-12-27-TG-TGH-03164 # TG # TGH # Telegraph # Medium # 536 #  #  # 
064500003508000000000027000072301500000070000003409270000830000000000905200004780 # 19 # 01 # 2018 # 04283 # 2018-01-19 # 81 # 2018-01-19-TG-DIAB-04283 # TG # DIAB # Telegraph # Hard # 536 #  #  # 
000350040000000080003607900300190008850000079400075003007001500060000000030062000 # 10 # 02 # 2018 # 04305 # 2018-02-10 # 81 # 2018-02-10-TG-TGH-04305 # TG # TGH # Telegraph # Medium # 536 #  #  # 
003102700907000050050000030100506004000090000200301008090000040070000103004705600 # 16 # 05 # 2019 # 04765 # 2019-05-16 # 81 # 2019-05-16-TG-TGH-04765 # TG # TGH # Telegraph # Medium # 536 #  #  # 
000301000201000904000600720000100002670030015800006000039008000108000307000503000 # 06 # 08 # 2020 # 05213 # 2020-08-06 # 81 # 2020-08-06-TG-TGH-05213 # TG # TGH # Telegraph # Medium # 536 #  #  # 
000801900000970020003000700029007460700000008014600230006000500070026000000409000 # 16 # 01 # 2021 # 05376 # 2021-01-16 # 81 # 2021-01-16-TG-TGH-05376 # TG # TGH # Telegraph # Hard # 536 #  #  # 
005300280000000100032060070000070941000050000164020000070030850006000000053002400 # 18 # 05 # 2022 # 05863 # 2022-05-18 # 81 # 2022-05-18-TG-TGH-05863 # TG # TGH # Telegraph # Hard # 536 #  #  # 
008000000620900030000007805001400000403000700000800002040760100190000060000209000 # 31 # 10 # 2022 #  # 2022-10-31 # 81 # 2022-10-31-NYT-HRD # NYT # HRD # New York Times # Medium # 538 # 0:34:33 #  # FH NS HS LCT1 LCT2
